Representative	Represented
GO:0016043	GO:0030199
GO:0016043	GO:0007043
GO:0016043	GO:0065003
GO:0016043	GO:0051260
GO:0016043	GO:0051259
GO:0016043	GO:0043933
GO:0016043	GO:0051131
GO:0016043	GO:0022607
GO:0016043	GO:0085029
GO:0016043	GO:0034332
GO:0016043	GO:1990000
GO:0016043	GO:0048251
GO:0016043	GO:0043954
GO:0016043	GO:0007528
GO:0016043	GO:0033622
GO:0016043	GO:0051258
GO:0050794	GO:0050794
GO:0050794	GO:0042127
GO:0050794	GO:0031293
GO:0050794	GO:0048144
GO:0050794	GO:0006509
GO:0050794	GO:0048145
GO:0050794	GO:0032970
GO:0050794	GO:0044087
GO:0050794	GO:0033002
GO:0050794	GO:0050678
GO:0050794	GO:0070663
GO:0050794	GO:0048660
GO:0050794	GO:0048659
GO:0050794	GO:0032944
GO:0050794	GO:0042752
GO:0050794	GO:0001936
GO:0050794	GO:0072091
GO:0050794	GO:2000177
GO:0050794	GO:0033687
GO:0065009	GO:0065009
GO:0065009	GO:0044092
GO:0065009	GO:0051098
GO:0065009	GO:0043462
GO:0065009	GO:0051101
GO:0065009	GO:0043393
GO:0065009	GO:0051100
GO:0043412	GO:0043412
GO:0043412	GO:0036211
GO:0043412	GO:0018212
GO:0043412	GO:0016570
GO:0043412	GO:0018193
GO:0043412	GO:0097354
GO:0043412	GO:0018342
GO:0043412	GO:0070647
GO:0043412	GO:0006513
GO:0043412	GO:0032446
GO:0043412	GO:0016567
GO:0043412	GO:0035518
GO:0043412	GO:0016574
GO:0043412	GO:0000209
GO:0043412	GO:0033522
GO:0043412	GO:0010390
GO:0043412	GO:0018205
GO:0043412	GO:0006473
GO:0043412	GO:0018394
GO:0043412	GO:0051865
GO:0043412	GO:0016573
GO:0043412	GO:0018393
GO:0043412	GO:0006475
GO:0043412	GO:0016579
GO:0043412	GO:0043543
GO:0043412	GO:0070646
GO:0043412	GO:0016575
GO:0043412	GO:0006476
GO:0043412	GO:0018209
GO:0043412	GO:0043968
GO:0043412	GO:0035601
GO:0043412	GO:0098732
GO:0043412	GO:0016925
GO:0043412	GO:0070534
GO:0043412	GO:0043414
GO:0043412	GO:0070936
GO:0043412	GO:0016571
GO:0043412	GO:0070536
GO:0043412	GO:0006470
GO:0043412	GO:0008213
GO:0043412	GO:0006479
GO:0043412	GO:0034969
GO:0043412	GO:0018216
GO:0043412	GO:0018195
GO:0043412	GO:0018401
GO:0043412	GO:0019511
GO:0043412	GO:0034968
GO:0044248	GO:0044248
GO:0044248	GO:0006914
GO:0044248	GO:0061919
GO:0044248	GO:0006511
GO:0044248	GO:0019941
GO:0044248	GO:0043632
GO:0044248	GO:0043161
GO:0044248	GO:0031146
GO:0044248	GO:0061912
GO:0048519	GO:0048519
GO:0048519	GO:0045926
GO:0008283	GO:0008283
GO:0008283	GO:0070661
GO:0008283	GO:0032943
GO:0008283	GO:0050673
GO:0008283	GO:0072089
GO:0008283	GO:0001935
GO:0008283	GO:0061351
GO:0071840	GO:0071840
GO:0071840	GO:0044085
GO:0010467	GO:0010467
GO:0010467	GO:0031638
GO:0010467	GO:0016485
GO:0010467	GO:0051604
GO:0006807	GO:0006807
GO:0006807	GO:0050435
GO:0006807	GO:0019538
GO:0006807	GO:0006508
GO:0006807	GO:1901564
GO:0006807	GO:0033619
GO:0006807	GO:0030163
GO:0006807	GO:0043603
GO:0006807	GO:0006518
GO:0006807	GO:1901565
GO:0006807	GO:0051603
GO:0006807	GO:0010498
GO:0006807	GO:0006595
GO:0006807	GO:0046209
GO:0006807	GO:2001057
GO:0043170	GO:0043170
GO:0043170	GO:0009057
GO:0044237	GO:0044237
GO:0044237	GO:0006796
GO:0044237	GO:0006793
GO:0044237	GO:0000038
GO:0044237	GO:0072593
GO:0044237	GO:0042180
GO:0050789	GO:0050789
GO:0050789	GO:0040008
GO:0050789	GO:2000241
GO:0044238	GO:0044238
GO:0044238	GO:0006006
GO:0065007	GO:0065007
GO:0040007	GO:0040007
GO:0040007	GO:0016049
GO:0009056	GO:0009056
GO:0009056	GO:1901575
GO:0071704	GO:0071704
GO:0051301	GO:0051301
GO:0033059	GO:0033059
GO:0008152	GO:0008152
GO:0008152	GO:0032259
GO:0008152	GO:0032963
GO:0048511	GO:0048511
GO:0048511	GO:0007623
GO:0030029	GO:0030029
GO:0019953	GO:0019953
GO:0022414	GO:0022414
GO:0000003	GO:0000003
GO:0007163	GO:0007163
GO:0007163	GO:0045197
GO:0007163	GO:0030010
GO:0007163	GO:0061245
GO:0007163	GO:0035088
GO:0019083	GO:0019083
GO:0009987	GO:0009987
GO:0009987	GO:0019080
GO:0009987	GO:0006457
GO:0009987	GO:0042026
GO:0009987	GO:0032469
GO:0009987	GO:0055082
GO:0009987	GO:0048066
GO:0009987	GO:0019725
GO:0009987	GO:0030003
GO:0042592	GO:0042592
GO:0042592	GO:0048878
GO:0042592	GO:0055080
GO:0042592	GO:0050801
GO:0042592	GO:0098771
GO:0042592	GO:0055074
GO:0042592	GO:0042593
GO:0042592	GO:0033500
GO:0016032	GO:0016032
GO:0016032	GO:0019058
